id_transaccion,id_cliente,nombre_cliente,cuenta_origen,fecha,monto,divisa,tipo_transaccion,ciudad,cuenta_destino,categoria,hora_movimiento,concepto_movimiento,saldo_previo,saldo_posterior,canal_transaccion,medio_pago,estatus,fraude_probable
123,17993,Carolina Ivan Baeza,9.61804e+17,11/08/2025,759.48,MXN,Deposito,Cancun,9.61804e+17,Ingreso,06:10:33,Deposito en efectivo,30834.99,31594.47,Sucursal bancaria,Cheque,Completada,No
124,15058,Frida Galindo,1.83551e+17,19/09/2025,4531.92,MXN,Transferencia,Veracruz,9.76571e+17,Servicios,21:42:51,Pago a proveedor,22657.43,18125.51,App movil,Transferencia bancaria,Completada,No
125,20500,Alonso Raquel Alejandro,4.74141e+17,23/12/2024,1518.85,MXN,Deposito,Guadalajara,4.74141e+17,Ahorro,11:59:35,Deposito por transferencia,6891.69,8410.54,Corresponsal,Cheque,Completada,No
126,3758,Oswaldo Granados Lovato,8.15448e+17,30/05/2025,1694.49,MXN,Retiro,Leon,2.22455e+17,Consumo,14:45:27,Retiro en ventanilla,3144.6,1450.11,Sucursal bancaria,Efectivo,Completada,No
127,25668,Carolina Vera Valadez,3.18119e+17,09/01/2025,2372.29,MXN,Transferencia,Cancun,7.78545e+17,Servicios,20:05:05,Transferencia a familiar,24779.56,22407.27,App movil,Transferencia bancaria,Completada,No
128,9595,Pilar Conchita Heredia Teran,6.86246e+16,27/04/2025,108.92,MXN,Transferencia,Aguascalientes,6.29988e+17,Servicios,00:12:24,Abono a tarjeta,8849.42,8740.5,App movil,Transferencia bancaria,Completada,No
129,21868,Nicolas Alberto Castellanos Avalos,9.67385e+17,29/06/2025,893.83,MXN,Deposito,Oaxaca,9.67385e+17,Ingreso,10:44:37,Deposito en efectivo,10141.05,11034.88,Corresponsal,Efectivo,Completada,No
130,22016,Mauricio Clara Ibarra,9.66451e+17,02/06/2025,251.46,MXN,Pago de nomina,Ciudad de Mexico,4.25167e+16,Nomina,12:29:59,Pago trabajador,19215.05,19466.51,Sucursal bancaria,Transferencia bancaria,Completada,No
131,2133,Carolina Cano,5.65776e+17,30/05/2025,1464.36,MXN,Pago de nomina,Chihuahua,8.34993e+17,Nomina,05:00:38,Nomina quincenal,29409.4,30873.76,Sucursal bancaria,Transferencia bancaria,Completada,No
132,6569,Sandra Delgado,7.62221e+17,08/06/2025,133.32,MXN,Transferencia internacional,Oaxaca,3.34846e+17,Transferencia personal,01:43:58,Envio remesas,15875.02,15741.7,Sucursal bancaria,Transferencia internacional,Completada,No
133,13469,Indira Cardona,2.50843e+17,23/12/2024,1857.5,MXN,Pago de nomina,Leon,1.99101e+17,Nomina,20:19:07,Pago trabajador,1065.52,2923.02,App movil,Transferencia bancaria,Completada,No
134,16795,Maria Eugenia Augusto Covarrubias Pena,2.49708e+17,16/02/2025,2533.36,MXN,Transferencia internacional,Veracruz,8.30389e+17,Remesas,12:43:09,Envio remesas,334.35,-2199.01,Sucursal bancaria,Transferencia internacional,Completada,No
135,12021,Blanca Saavedra,5.72489e+17,06/04/2025,6423.16,MXN,Transferencia,Hermosillo,8.55051e+17,Transferencia personal,11:49:14,Abono a tarjeta,12068.0,5644.84,App movil,SPEI,Completada,No
136,11754,Daniela Renteria,2.01162e+17,09/06/2025,2271.86,MXN,Deposito,Monterrey,2.01162e+17,Ahorro,08:30:57,Deposito por transferencia,21157.95,23429.81,Corresponsal,Efectivo,Completada,No
137,7759,Rodrigo Casarez,9.94451e+17,31/05/2025,848.05,MXN,Transferencia internacional,Tuxtla Gutierrez,4.83565e+17,Transferencia personal,06:48:04,Envio remesas,24657.71,23809.66,Sucursal bancaria,Transferencia internacional,Completada,No
138,25139,Zoe Sepulveda,2.85811e+17,22/10/2025,37.13,MXN,Transferencia,Cancun,6.16127e+17,Servicios,12:14:39,Pago a proveedor,6954.47,6917.34,Sucursal bancaria,Transferencia bancaria,Completada,No
139,21266,Flavio Cortes,2.78765e+17,24/05/2025,106.93,MXN,Pago de nomina,Morelia,7.17094e+17,Ingreso,19:39:15,Nomina quincenal,30808.93,30915.86,App movil,SPEI,Completada,No
140,24510,Teresa Granados,7.09547e+17,02/07/2025,2075.9,MXN,Pago de servicio,Tijuana,5.48332e+17,Servicios,21:08:07,Pago telefonia,10109.84,8033.94,App movil,Tarjeta credito,Completada,No
141,12507,Adela Magdalena Olivera,9.87459e+17,30/05/2025,4932.08,MXN,Pago de servicio,Oaxaca,1.26696e+17,Servicios,18:53:30,Pago agua,37422.59,32490.51,Web,Tarjeta debito,Completada,No
142,7794,Enrique Guillen Villanueva,2.72939e+17,12/05/2025,399.62,MXN,Pago de nomina,Hermosillo,1.09135e+17,Nomina,21:35:09,Nomina quincenal,17778.03,17778.03,Sucursal bancaria,SPEI,Pendiente,No
143,23142,Gustavo Alarcon Frias,3.59657e+17,08/10/2025,38.34,MXN,Pago de servicio,Morelia,1.27274e+17,Servicios,09:29:29,Pago internet,29033.66,29033.66,Web,Domiciliacion,Pendiente,No
144,22960,Oswaldo Rodrigo Gaytan,3.08624e+17,08/09/2025,134.99,MXN,Pago de nomina,Toluca,9.64119e+17,Nomina,01:47:47,Nomina mensual,25226.66,25361.65,Sucursal bancaria,SPEI,Completada,No
145,13778,Aurelio Ramos,4.27951e+17,03/08/2025,5245.36,MXN,Transferencia internacional,Guadalajara,7.31711e+17,Remesas,09:04:28,Envio remesas,51120.58,45875.22,Sucursal bancaria,SWIFT,Completada,No
146,21293,Dalia Lorena Luna,6.7166e+17,02/03/2025,929.19,MXN,Pago de nomina,San Luis Potosi,4.89786e+17,Ingreso,10:44:11,Nomina quincenal,42266.87,43196.06,App movil,SPEI,Completada,No
147,21418,Virginia Viera Hernandez,9.94537e+17,10/10/2025,1336.74,MXN,Compra en linea,Culiacan,8.11763e+17,Consumo,10:32:55,Compra Amazon,64416.45,63079.71,Web,Tarjeta credito,Completada,No
148,20027,Benjamin Daniel Cantu Casarez,7.01664e+17,08/01/2025,507.31,MXN,Transferencia internacional,Veracruz,9.9284e+16,Remesas,01:27:22,Pago internacional,10450.63,9943.32,Sucursal bancaria,Transferencia internacional,Completada,No
149,3321,Antonio Haro,6.32587e+16,19/07/2025,954.59,MXN,Transferencia,Leon,1.43883e+17,Servicios,04:00:06,Transferencia a familiar,11335.61,10381.02,App movil,SPEI,Completada,No
150,7532,Francisco Pedroza,1.69524e+17,01/12/2024,5517.44,MXN,Compra en linea,San Luis Potosi,5.89521e+17,Consumo,16:00:01,Compra Amazon,27707.09,27707.09,App movil,Pago movil,Cancelada,No
151,25565,Jose Emilio Julio Cesar Leon Carrillo,5.09032e+17,30/04/2025,1816.8,MXN,Retiro,Queretaro,4.58787e+17,Efectivo,23:27:06,Retiro en ventanilla,42107.63,40290.83,Sucursal bancaria,Efectivo,Completada,No
152,13642,Maria Cristina Cristian Acosta Saldivar,8.63544e+17,07/09/2025,1751.49,MXN,Retiro,Guadalajara,2.77449e+17,Efectivo,19:03:56,Retiro en cajero,14615.73,12864.24,Sucursal bancaria,Efectivo,Completada,No
153,18822,Elena Alonso Castillo,7.46528e+17,12/11/2024,3647.45,MXN,Pago de servicio,Toluca,2.87666e+16,Servicios,11:21:46,Pago TV por cable,1235.8,-2411.65,Web,Tarjeta debito,Completada,No
154,8372,Vicente Nelly Nazario Pedroza,2.91652e+17,29/05/2025,4068.53,MXN,Pago de servicio,Culiacan,6.13728e+17,Servicios,10:09:39,Pago luz,57966.26,53897.73,Domiciliacion,Tarjeta debito,Completada,No
155,5392,Mariano Holguin,3.63262e+17,07/05/2025,89.41,MXN,Pago de nomina,Queretaro,8.44236e+17,Nomina,03:54:08,Nomina quincenal,46229.92,46319.33,Sucursal bancaria,Transferencia bancaria,Completada,No
156,3336,Adalberto Rendon,8.01693e+17,30/06/2025,6566.41,MXN,Transferencia,Chihuahua,5.48237e+17,Servicios,04:41:55,Pago a proveedor,16554.84,9988.43,Web,SPEI,Completada,No
157,25969,Marco Antonio Salinas Maldonado,1.53134e+17,22/05/2025,1372.59,MXN,Transferencia internacional,Cancun,6.974e+17,Transferencia personal,14:11:45,SWIFT a extranjero,22938.28,21565.69,Web,Transferencia internacional,Completada,No
158,3416,Isabel Raquel Zavala,5.27567e+17,10/03/2025,823.75,MXN,Deposito,Ciudad de Mexico,5.27567e+17,Ingreso,03:41:49,Deposito por transferencia,47280.69,48104.44,Sucursal bancaria,Deposito en ventanilla,Completada,No
159,7117,Zeferino Dulce Peres,4.40814e+17,29/10/2024,107.04,MXN,Pago de nomina,Merida,7.41466e+17,Nomina,01:57:12,Nomina quincenal,25094.39,25201.43,App movil,Transferencia bancaria,Completada,No
160,21041,Indira Crespo,7.72303e+17,01/11/2024,2217.92,MXN,Pago de servicio,Monterrey,3.4843e+17,Servicios,12:34:13,Pago agua,25845.65,23627.73,Web,Tarjeta debito,Completada,No
161,15918,Helena Preciado Godinez,5.63491e+17,08/09/2025,2862.16,MXN,Transferencia internacional,Puebla,4.06945e+17,Remesas,23:01:36,Envio remesas,5782.83,2920.67,Sucursal bancaria,Transferencia internacional,Completada,No
162,16862,Gustavo Zaragoza,5.27272e+17,17/11/2024,4640.34,MXN,Transferencia internacional,Monterrey,9.00612e+17,Transferencia personal,08:13:40,SWIFT a extranjero,22437.17,17796.83,Sucursal bancaria,Transferencia internacional,Completada,No
163,10981,Abraham Ignacio Rosario,7.06309e+17,25/06/2025,409.41,MXN,Deposito,San Luis Potosi,7.06309e+17,Ingreso,06:45:23,Deposito por cheque,2614.06,3023.47,Cajero automatico,Efectivo,Completada,No
164,23531,Dario Olivia Tijerina Saiz,4.15442e+17,30/11/2024,200.81,MXN,Transferencia,Leon,1.09453e+16,Transferencia personal,08:32:48,Pago a tercero,47998.18,47797.37,Sucursal bancaria,SPEI,Completada,No
165,12714,Paulina Jose Linares Apodaca,8.27645e+17,17/03/2025,1121.92,MXN,Compra en linea,Tuxtla Gutierrez,2.47974e+16,Consumo,21:28:19,Suscripcion streaming,46227.35,45105.43,Web,Tarjeta debito,Completada,No
166,11193,Miriam Mares,7.94955e+17,11/09/2025,1224.13,MXN,Pago de nomina,Guadalajara,6.4136e+17,Ingreso,08:40:28,Nomina quincenal,26215.33,27439.46,App movil,SPEI,Completada,No
167,24889,Dario Aldonza Arguello Zedillo,2.11965e+16,01/07/2025,123786.52,MXN,Transferencia,Veracruz,3.55987e+17,Transferencia personal,04:32:34,Transferencia a familiar,36616.77,-87169.75,Sucursal bancaria,SPEI,Completada,Si
168,1090,Guillermina Salma Gaitan Montalvo,6.85054e+17,23/02/2025,1846.5,MXN,Pago de servicio,Merida,7.03408e+17,Servicios,03:08:07,Pago agua,49635.37,47788.87,Web,Domiciliacion,Completada,No
169,20553,Ofelia Rico,6.1281e+17,24/08/2025,239.92,MXN,Pago de servicio,Aguascalientes,2.86612e+17,Servicios,01:19:32,Pago TV por cable,44051.64,43811.72,App movil,Tarjeta credito,Completada,No
170,21376,Daniela Alejandra Quinones,7602040000000000.0,11/02/2025,766.97,MXN,Pago de servicio,Leon,1.23159e+17,Servicios,16:23:22,Pago TV por cable,6657.31,5890.34,Web,Tarjeta credito,Completada,No
171,20309,Laura Aida Nevarez,4.32965e+17,02/07/2025,3537.59,MXN,Pago de nomina,Tijuana,4.60101e+17,Nomina,10:49:20,Nomina quincenal,52042.43,55580.02,Sucursal bancaria,Transferencia bancaria,Completada,No
172,20852,Elvira Lovato,9.85537e+17,06/04/2025,777.62,MXN,Retiro,Leon,3.2959e+17,Efectivo,18:06:21,Retiro por emergencia,26333.71,25556.09,Cajero automatico,Efectivo,Completada,No
173,2544,Maria Eugenia Arias,6.95592e+17,23/09/2025,2994.71,MXN,Deposito,Tuxtla Gutierrez,6.95592e+17,Ingreso,00:05:22,Deposito por cheque,5660.88,8655.59,Corresponsal,Efectivo,Completada,No
174,25876,Francisco Javier Ulloa,5.24731e+17,23/05/2025,941.88,MXN,Transferencia internacional,Queretaro,9.98351e+17,Remesas,16:53:06,SWIFT a extranjero,24000.14,24000.14,Sucursal bancaria,Transferencia internacional,Cancelada,No
175,11364,Marcela Bernabe Tafoya,2.735e+17,02/12/2024,1037.74,MXN,Retiro,Guadalajara,7.73187e+17,Consumo,23:10:13,Retiro en cajero,1519.55,481.81,Sucursal bancaria,Efectivo,Completada,No
176,4554,Ramiro Montano,4.17643e+17,31/07/2025,138.34,MXN,Deposito,San Luis Potosi,4.17643e+17,Ahorro,12:14:50,Abono nomina,37054.11,37192.45,Cajero automatico,Efectivo,Completada,No
177,25021,Yuridia Esteban Ordonez Miramontes,6.56356e+17,02/07/2025,225.53,MXN,Transferencia,Queretaro,1.91091e+17,Transferencia personal,13:15:19,Abono a tarjeta,31598.77,31373.24,Web,Transferencia bancaria,Completada,No
178,23424,Francisco Javier Montez,3.99258e+17,01/01/2025,321.12,MXN,Pago de servicio,Tuxtla Gutierrez,1.14214e+17,Servicios,13:11:53,Pago agua,8082.16,7761.04,App movil,Tarjeta debito,Completada,No
179,14170,Esmeralda Angela Davila Bravo,7.5897e+17,30/08/2025,3426.46,MXN,Deposito,Toluca,7.5897e+17,Ahorro,03:52:36,Abono nomina,7256.93,10683.39,Sucursal bancaria,Cheque,Completada,No
180,4990,Gregorio Hernan Campos,1.87088e+17,31/12/2024,340.33,MXN,Deposito,Ciudad Juarez,1.87088e+17,Ahorro,05:40:49,Abono nomina,34072.84,34413.17,Sucursal bancaria,Deposito en ventanilla,Completada,No
181,17133,Aurora Gil Griego,5.83878e+17,07/04/2025,297.57,MXN,Pago de nomina,Cancun,7.26875e+17,Nomina,15:13:46,Nomina quincenal,23073.45,23371.02,Sucursal bancaria,SPEI,Completada,No
182,5997,Camilo Carreon Olivas,2.20687e+17,15/04/2025,366.64,MXN,Pago de servicio,Morelia,6.58329e+17,Servicios,09:02:08,Pago internet,6365.64,5999.0,Domiciliacion,SPEI,Completada,No
183,21708,Ana Maria Duran,1.31334e+17,07/11/2024,1070.01,MXN,Pago de servicio,Culiacan,6.80307e+17,Servicios,22:53:54,Pago luz,12404.94,11334.93,App movil,Tarjeta credito,Completada,No
184,24805,Ana Gabriela Nazario,1.43224e+17,02/03/2025,3122.2,MXN,Deposito,Puebla,1.43224e+17,Ahorro,03:30:45,Deposito en efectivo,28851.64,31973.84,Corresponsal,Cheque,Completada,No
185,9132,Elsa Helena Uribe,3.08111e+17,06/04/2025,114.53,MXN,Compra en linea,Ciudad de Mexico,8.31277e+17,Consumo,19:34:06,Compra tienda online,36055.0,35940.47,Web,Tarjeta debito,Completada,No
186,20167,Esparta Viera,9.32186e+17,11/12/2024,325.97,MXN,Pago de nomina,Queretaro,9.25062e+17,Nomina,17:35:23,Nomina mensual,38635.14,38961.11,Sucursal bancaria,SPEI,Completada,No
187,12251,Dulce Ordonez Aguayo,3.14286e+17,26/01/2025,714.18,MXN,Compra en linea,Guadalajara,8.68692e+17,Consumo,03:51:42,Suscripcion streaming,2273.44,1559.26,Web,Pago movil,Completada,No
188,17317,David Helena Arroyo,5.58823e+16,05/09/2025,951.34,MXN,Retiro,Guadalajara,5.44875e+17,Efectivo,04:45:25,Retiro en cajero,49603.74,48652.4,Cajero automatico,Efectivo,Completada,No
189,9829,Eloy Juan Solorio,8.31983e+17,17/01/2025,76.06,MXN,Deposito,Tuxtla Gutierrez,8.31983e+17,Ahorro,04:30:16,Abono nomina,35378.03,35454.09,Corresponsal,Efectivo,Completada,No
190,6047,Bernabe Cordero,1.0597e+17,15/07/2025,1095.17,MXN,Pago de servicio,Tijuana,9.53285e+17,Servicios,07:14:41,Pago internet,30602.5,29507.33,Domiciliacion,SPEI,Completada,No
191,13545,Santiago Diego Vega,5.39553e+17,19/04/2025,190.04,MXN,Deposito,Tijuana,5.39553e+17,Ingreso,22:31:42,Deposito por transferencia,3916.03,4106.07,Sucursal bancaria,Cheque,Completada,No
192,11261,Clara Ayala Rocha,4.08341e+17,06/01/2025,490.51,MXN,Compra en linea,Merida,1.43391e+16,Consumo,15:44:25,Suscripcion streaming,28662.35,28171.84,App movil,Pago movil,Completada,No
193,14022,Eduardo Eva Porras Guajardo,4.42801e+17,01/08/2025,50.41,MXN,Transferencia,Queretaro,8.8576e+17,Servicios,12:33:01,Pago a proveedor,13361.69,13311.28,App movil,Transferencia bancaria,Completada,No
194,5805,Cesar Mayte Saldivar Trevino,2.40309e+17,02/12/2024,211.34,MXN,Compra en linea,Merida,1.85577e+17,Consumo,19:32:18,Suscripcion streaming,5532.14,5320.8,Web,Tarjeta debito,Completada,No
195,3000,Sofia Aurelio Veliz,3.21244e+17,21/09/2025,1370.6,MXN,Transferencia,Culiacan,5.85178e+17,Transferencia personal,11:33:43,Pago a tercero,24856.49,23485.89,App movil,Transferencia bancaria,Completada,No
196,8173,Irene Tomas Ledesma,7.73564e+17,29/11/2024,156.4,MXN,Transferencia internacional,Hermosillo,4.51929e+17,Remesas,18:37:13,Envio remesas,51638.99,51482.59,Sucursal bancaria,SWIFT,Completada,No
197,16705,Socorro Castaneda,2.40429e+17,04/08/2025,1345.88,MXN,Transferencia,Veracruz,9.92756e+17,Transferencia personal,16:36:47,Pago a proveedor,6329.57,4983.69,App movil,SPEI,Completada,No
198,5023,Andres Cristian Vazquez Granado,7.83411e+17,14/10/2025,520.64,MXN,Pago de nomina,Culiacan,4.55534e+17,Nomina,00:35:16,Pago trabajador,21573.9,22094.54,App movil,Transferencia bancaria,Completada,No
199,14546,Oscar Mauro Rubio Lomeli,7.27013e+17,07/07/2025,1577.34,MXN,Pago de servicio,Puebla,7.25668e+17,Servicios,06:02:21,Pago agua,174.22,-1403.12,App movil,Tarjeta debito,Completada,No
200,14411,Manuel Escalante Trujillo,8.27016e+17,29/09/2025,181.01,MXN,Transferencia internacional,Morelia,6.95592e+17,Transferencia personal,04:01:40,SWIFT a extranjero,35133.45,34952.44,Sucursal bancaria,Transferencia internacional,Completada,No
201,25968,Uriel Tania Arredondo,2.07728e+16,29/08/2025,443.46,MXN,Transferencia,Tijuana,2.30637e+17,Transferencia personal,11:44:06,Abono a tarjeta,14336.91,13893.45,Web,Transferencia bancaria,Completada,No
202,23606,Zoe Medina,5.11703e+17,20/06/2025,305.6,MXN,Retiro,Chihuahua,1.6249e+17,Consumo,02:59:14,Retiro en cajero,9448.17,9142.57,Sucursal bancaria,Efectivo,Completada,No
203,4863,Rebeca Nancy Palomo,4.31287e+16,18/01/2025,145.45,MXN,Deposito,Ciudad Juarez,4.31287e+16,Ahorro,22:52:42,Deposito por transferencia,29868.22,30013.67,Sucursal bancaria,Efectivo,Completada,No
204,16546,Adan Mauricio Valentin Quesada,3.35292e+17,01/06/2025,198.24,MXN,Pago de nomina,Hermosillo,1.74368e+17,Ingreso,12:20:28,Nomina mensual,24095.71,24293.95,App movil,SPEI,Completada,No
205,22411,Magdalena Farias Gamboa,6.80721e+17,09/11/2024,5253.59,MXN,Compra en linea,Ciudad Juarez,2.2034e+17,Consumo,10:34:22,Suscripcion streaming,14618.12,9364.53,App movil,Pago movil,Completada,No
206,15294,Roberto Cornelio Franco,8.55118e+17,09/07/2025,301.1,MXN,Pago de nomina,Morelia,5.3611e+17,Ingreso,22:25:04,Nomina quincenal,38597.04,38898.14,Sucursal bancaria,Transferencia bancaria,Completada,No
207,13012,Trinidad Pizarro Lozada,2.38836e+17,07/03/2025,3995.58,MXN,Transferencia,San Luis Potosi,7.91596e+17,Servicios,16:02:16,Pago a tercero,5049.3,1053.72,App movil,SPEI,Completada,No
208,18074,Hermelinda Gustavo Najera Espinal,9.4693e+17,22/12/2024,101297.25,MXN,Transferencia,Veracruz,3.29858e+17,Servicios,02:47:43,Abono a tarjeta,34780.48,-66516.77,Web,SPEI,Completada,Si
209,8370,Rocio Cortes,3.02093e+17,30/05/2025,606.63,MXN,Transferencia internacional,Culiacan,2.51362e+17,Transferencia personal,15:50:16,SWIFT a extranjero,4295.76,3689.13,Web,SWIFT,Completada,No
210,15866,Alicia Rico,9.33932e+17,26/05/2025,202.97,MXN,Compra en linea,Ciudad Juarez,5.37721e+17,Consumo,00:58:55,Suscripcion streaming,25865.53,25662.56,App movil,Pago movil,Completada,No
211,2957,Georgina Pabon,1.86057e+17,11/02/2025,530.85,MXN,Deposito,Hermosillo,1.86057e+17,Ahorro,15:14:41,Abono nomina,23810.56,24341.41,Sucursal bancaria,Efectivo,Completada,No
212,1952,Patricio Jose Manuel Campos Roque,7.92463e+17,18/12/2024,1160.82,MXN,Transferencia internacional,Leon,3.43961e+17,Transferencia personal,05:51:25,Pago internacional,3201.71,2040.89,Web,Transferencia internacional,Completada,No
213,3445,Yeni Angel Gamboa Salcido,5.57826e+17,30/04/2025,635.58,MXN,Transferencia,Ciudad de Mexico,5.15103e+17,Servicios,23:23:16,Abono a tarjeta,43113.27,42477.69,App movil,SPEI,Completada,No
214,7802,Julia Carlota Urrutia Gollum,8.41736e+17,29/12/2024,460.83,MXN,Deposito,Oaxaca,8.41736e+17,Ingreso,19:27:30,Deposito en efectivo,14615.95,15076.78,Cajero automatico,Efectivo,Completada,No
215,11692,Dolores Angulo,4.96917e+17,13/05/2025,2162.1,MXN,Retiro,Monterrey,2.41469e+17,Efectivo,20:40:35,Retiro en ventanilla,19489.6,17327.5,Sucursal bancaria,Efectivo,Completada,No
216,16766,Lourdes Sotelo,3.13178e+17,27/11/2024,663.56,MXN,Deposito,Hermosillo,3.13178e+17,Ahorro,07:05:23,Deposito por transferencia,10655.89,11319.45,Corresponsal,Deposito en ventanilla,Completada,No
217,17549,Violeta Aldo Barrios,6.74531e+17,22/10/2025,2683.41,MXN,Pago de servicio,Aguascalientes,7.75143e+17,Servicios,13:18:14,Pago agua,31680.63,31680.63,Domiciliacion,Tarjeta credito,Pendiente,No
218,25792,Maria Ferrer Montoya,6.40005e+17,10/10/2025,4199.19,MXN,Deposito,Chihuahua,6.40005e+17,Ahorro,14:06:49,Deposito por cheque,14128.27,18327.46,Cajero automatico,Efectivo,Completada,No
219,3966,Mauricio Elvira Caballero Montero,2.71437e+17,27/03/2025,123.22,MXN,Transferencia internacional,Guadalajara,2.78391e+17,Transferencia personal,14:01:57,Pago internacional,46020.08,45896.86,Web,SWIFT,Completada,No
220,8451,Alejandro Aurora Zuniga Archuleta,1.23666e+17,26/02/2025,245.84,MXN,Compra en linea,Leon,6.47431e+17,Consumo,00:58:50,Suscripcion streaming,29579.58,29333.74,App movil,Pago movil,Completada,No
221,13526,Isabela Maya Ruiz,2.18151e+17,23/03/2025,357.77,MXN,Compra en linea,Tijuana,8.75053e+17,Consumo,07:52:31,Compra Mercado Libre,32100.14,31742.37,App movil,Tarjeta credito,Completada,No
222,5961,Cynthia Laura Longoria,2.31126e+17,18/05/2025,1661.32,MXN,Pago de nomina,Oaxaca,4.29271e+17,Nomina,02:27:46,Nomina mensual,17422.28,19083.6,Sucursal bancaria,SPEI,Completada,No
223,23912,Mercedes Jose Manuel Gracia Herrera,9.49335e+17,10/06/2025,686.69,MXN,Retiro,Tuxtla Gutierrez,1.62157e+17,Efectivo,23:21:23,Retiro en ventanilla,46621.85,45935.16,Cajero automatico,Efectivo,Completada,No
224,4116,Bernardo Mario Alvarado,5.1752e+17,03/04/2025,887.41,MXN,Compra en linea,Guadalajara,4.04444e+16,Consumo,01:19:57,Suscripcion streaming,17654.64,16767.23,Web,Tarjeta credito,Completada,No
225,13807,Irma Octavio Armendariz Magana,2.97696e+17,05/05/2025,951.74,MXN,Pago de servicio,Ciudad de Mexico,9.54755e+17,Servicios,09:06:30,Pago TV por cable,25331.53,24379.79,App movil,SPEI,Completada,No
226,15181,Martha Tomas Romo,5.26689e+17,17/09/2025,416.36,MXN,Deposito,Tijuana,5.26689e+17,Ahorro,20:02:29,Deposito por cheque,55175.87,55592.23,Corresponsal,Cheque,Completada,No
227,24868,Silvano Leonor Carrero Sarabia,7.45142e+17,11/09/2025,746.5,MXN,Transferencia internacional,Merida,2.83821e+17,Remesas,08:42:35,Envio remesas,29241.06,28494.56,Web,Transferencia internacional,Completada,No
228,21028,Lorenzo Gregorio Marrero Garrido,8.80481e+17,11/12/2024,206.47,MXN,Retiro,Tijuana,7.78856e+17,Consumo,07:04:06,Retiro por emergencia,38875.57,38669.1,Sucursal bancaria,Efectivo,Completada,No
